date,time,wasRecord,name,recordDurationDays
1662292800,6076,false,RAZZLINGTON,
1662811200,5967,false,RAZZLINGTON,
1663070400,5257,false,Antipatience,
1663070400,5458,false,Mazmot,
1663502400,5185,false,Antipatience,
1663502400,5197,false,Antipatience,
1663502400,5323,false,Mazmot,
1664020800,10002,false,Frabj,
1664107200,6594,false,ness056,
1664107200,9296,false,Frabj,
1665144000,5301,false,Zaspar,
1665748800,5121,false,Antipatience,
1665748800,5123,false,Antipatience,
1666008000,5108,true,Antipatience,10
1666353600,5266,false,Mazmot,
1666785600,21203,false,montesinnos,
1666872000,5094,true,Antipatience,15
1666958400,18539,false,montesinnos,
1667044800,16665,false,montesinnos,
1667131200,11947,false,pantabo,
1667304000,10653,false,pantabo,
1667390400,9880,false,pantabo,
1667390400,10566,false,pantabo,
1667563200,14068,false,montesinnos,
1667649600,9201,false,Garneek,
1667736000,11664,false,iron0308,
1667736000,13084,false,montesinnos,
1667822400,5193,false,Mazmot,
1667822400,10732,false,iron0308,
1667908800,8775,false,Garneek,
1667908800,10507,false,iron0308,
1667995200,10102,false,iron0308,
1668081600,10017,false,iron0308,
1668168000,5085,true,Antipatience,13
1668254400,9476,false,iron0308,
1668340800,10413,false,dragster,
1668686400,9089,false,iron0308,
1668686400,11847,false,LunaEpicuria,
1668772800,9069,false,iron0308,
1668859200,23390,false,Jkaps9,
1668945600,9056,false,iron0308,
1669032000,8750,false,iron0308,
1669204800,8436,false,Garneek,
1669291200,5070,true,Antipatience,14
1669464000,8699,false,iron0308,
1669550400,8559,false,iron0308,
1669896000,5287,false,Zaspar,
1670068800,10282,false,fraggington,
1670068800,11293,false,Penguin07,
1670155200,8420,false,iron0308,
1670155200,8478,false,iron0308,
1670500800,5027,true,Antipatience,51
1670673600,14742,false,TreeToucher,
1670760000,14171,false,TreeToucher,
1671278400,8401,false,iron0308,
1671796800,8336,false,iron0308,
1671969600,7999,false,iron0308,
1672142400,7810,false,iron0308,
1672142400,7905,false,iron0308,
1672228800,7726,false,iron0308,
1672401600,8905,false,Frabj,
1672488000,7635,false,iron0308,
1672920000,10129,false,Penguin07,
1673006400,8619,false,Frabj,
1673006400,13324,false,discobeez,
1673092800,7580,false,iron0308,
1673179200,7406,false,iron0308,
1673179200,8490,false,Frabj,
1673697600,12560,false,discobeez,
1674475200,5669,false,RAZZLINGTON,
1674561600,8475,false,Frabj,
1674734400,8011,false,Frabj,
1674907200,5007,true,Antipatience,9
1674993600,16223,false,Gravillon,
1675080000,15099,false,Jo5i,
1675684800,4996,true,Antipatience,4
1675771200,7526,false,Frabj,
1676030400,4979,true,Antipatience,177.02256944444446
1676462400,7491,false,Frabj,
1676462400,8854,false,pantabo,
1676462400,9811,false,Penguin07,
1676721600,7424,false,Frabj,
1677153600,7315,false,Frabj,
1677153600,8380,false,pantabo,
1678017600,7274,false,Frabj,
1678276800,7196,false,Frabj,
1678363200,9217,false,Twochan,
1678795200,7036,false,Frabj,
1679659200,10702,false,veneye,
1680523200,8046,false,pantabo,
1681041600,6913,false,Frabj,
1681387200,9181,false,veneye,
1681473600,8846,false,veneye,
1681646400,11198,false,NavyBlueSpeed,
1682164800,14703,false,Squishychew,
1682337600,13784,false,Squishychew,
1683288000,8938,false,ACLegend,
1684065600,8407,false,ACLegend,
1684238400,8096,false,ACLegend,
1684324800,5122,false,Mazmot,
1684670400,5092,false,Mazmot,
1685275200,10398,false,NavyBlueSpeed,
1685793600,11629,false,Xoriun,
1686312000,14208,false,matrixsenpai,
1686484800,7909,false,ACLegend,
1687521600,7739,false,ACLegend,
1687867200,7549,false,ACLegend,
1688212800,8721,false,ChakibONeal,
1688731200,5907,false,P1tta,
1688990400,5823,false,P1tta,
1689336000,5770,false,P1tta,
1689864789,5708,false,P1tta,
1690157663,5508,false,RAZZLINGTON,
1690218340,5240,false,RAZZLINGTON,
1690308988,5624,false,P1tta,
1691325150,4916,true,Mazmot,99.15588971064815
1691510362,19435,false,PatrickIsntGinger,
1694210400,24057,false,kjstreamingchannel,
1694901052,12558,false,XavierRM,
1694901600,20775,false,kjstreamingchannel,
1695594288,6086,false,JeHor,
1696140000,29320,false,sslees,
1696560237,6061,false,JeHor,
1696744800,23728,false,sslees,
1696894634,5997,false,JeHor,
1697545811,19638,false,kjstreamingchannel,
1698081856,5940,false,JeHor,
1698460784,5880,false,JeHor,
1699068078,5871,false,JeHor,
1699191893,5855,false,JeHor,
1699777440,8595,false,Guuna,
